gene_symbol	ACD	ACN	ALO
FAM179B	123.567	169.977	78.260
FAM181A	36.500	38.443	28.200
FAM181B	25.981	32.882	36.700
FAM182A	37.267	35.411	55.710
FAM182B	30.139	27.760	38.240
FAM184A	20.678	19.555	15.530
FAM184B	31.644	21.670	90.420
FAM185A	25.044	21.180	56.640
FAM186A	9.472	9.084	9.500
FAM186B	31.733	24.344	31.360
FAM187B	16.256	14.678	17.340
FAM188A	63.511	77.654	67.400
FAM188B	73.433	61.017	39.680
FAM189A1	20.111	17.653	23.440
FAM189A2	122.767	112.025	112.980
FAM189B	149.544	162.590	124.030
FAM18A	18.811	16.166	13.380
FAM18B1	317.511	319.110	297.600
FAM18B2	107.111	77.309	59.700
FAM190A	13.089	14.868	12.880
FAM190B	126.764	182.692	272.385
FAM192A	313.781	242.619	158.160
FAM193A	187.033	234.657	264.880
FAM193B	174.689	130.593	142.990
FAM194A	16.322	15.434	10.720
FAM195A	110.139	172.666	106.410
FAM195B	236.633	187.240	247.400
FAM196A	9.256	8.670	8.300
FAM198A	16.944	32.592	18.880
FAM198B	267.722	519.774	190.790
FAM199X	129.644	157.952	157.433
FAM19A1	11.822	11.192	8.580
FAM19A2	26.167	27.163	20.780
FAM19A4	9.133	8.288	8.560
FAM19A5	34.622	46.723	21.967
FAM200A	27.085	34.665	35.373
FAM200B	109.652	135.850	156.727
FAM201A	12.572	11.330	9.880
FAM20A	46.617	65.169	25.050
FAM20B	251.928	217.138	162.860
FAM20C	109.697	118.515	110.360
FAM21A /// FAM21B /// FAM21C	737.533	744.879	359.820
FAM21A /// FAM21B /// FAM21C /// FAM21D	553.317	579.203	431.560
FAM21C /// FAM21D	620.900	648.743	300.540
FAM22A /// FAM22B /// FAM22D /// FAM22E	52.233	58.783	109.200
FAM22B	100.489	82.799	41.300
FAM22F	125.989	105.623	135.820
FAM24A	10.489	9.806	9.820
FAM24B	44.733	49.552	47.320
FAM26D	12.367	10.685	11.280
FAM26E	63.128	149.134	255.220
FAM26F	115.806	138.249	72.985
FAM27A /// FAM27B /// FAM27C	20.800	25.403	219.900
FAM27D1	13.689	13.478	11.040
FAM27E1 /// FAM27E2 /// FAM27E3	20.889	20.558	47.620
FAM27E3	41.478	34.214	29.140
FAM30A	40.278	48.202	74.960
FAM32A	642.478	597.558	490.540
FAM35A	1388.311	1011.743	284.800
FAM36A	433.100	431.032	585.980
FAM36A /// HOXA7	253.678	50.710	18.600
FAM38A	226.450	200.147	70.080
FAM38B	28.992	31.372	14.757
FAM3A	116.528	129.807	123.240
FAM3B	43.467	85.790	25.120
FAM3C	264.785	339.460	520.453
FAM3D	86.567	91.732	109.680
FAM40A	186.022	179.800	72.820
FAM40B	16.044	15.856	10.050
FAM41AY1 /// FAM41AY2	46.744	37.503	35.020
FAM41C /// RPL23AP7 /// RPL23AP82	179.222	253.948	157.740
FAM43A	81.022	204.842	329.790
FAM43B	34.156	37.904	40.060
FAM45A	119.015	139.759	69.500
FAM45A /// FAM45B	518.706	538.702	182.650
FAM46A	458.244	369.058	174.087
FAM46B	401.711	327.125	308.260
FAM46C	75.989	84.481	328.480
FAM46D	10.000	9.305	8.160
FAM47A	10.411	9.042	9.400
FAM47B	10.844	11.377	11.220
FAM47C	17.356	15.441	11.920
FAM47E /// STBD1	54.722	66.487	38.620
FAM48A	131.796	126.878	107.532
FAM49A	45.463	77.116	44.493
FAM49B	193.437	196.867	80.707
FAM50A	386.300	529.651	250.040
FAM50B	85.533	170.280	134.960
FAM53A	22.311	25.812	25.880
FAM53B	70.941	74.710	62.367
FAM53C	275.378	313.516	181.580
FAM54A	21.756	23.567	13.860
FAM54B	158.833	156.174	163.060
FAM55A	19.961	16.366	18.860
FAM55C	26.250	35.439	27.265
FAM55D	16.956	13.227	12.620
FAM57A	413.000	534.781	229.880
FAM57B	79.900	51.213	62.100
FAM58A	221.644	217.859	444.620
FAM59A	70.631	157.909	106.560
FAM59B	52.806	53.749	49.040
FAM5B	20.822	21.104	15.940
FAM5C	9.211	9.429	12.160
FAM60A	262.906	206.651	458.330
FAM63A	544.322	221.821	825.270
FAM63B	23.133	24.600	29.500
FAM64A	62.500	62.411	32.340
FAM65A	228.281	262.329	134.600
FAM65B	100.711	69.206	35.730
FAM65C	53.172	80.293	41.500
FAM66C	13.130	11.914	15.047
FAM66C /// FAM66D	16.733	16.218	36.380
FAM66D	21.444	18.486	15.460
FAM69A	133.600	156.758	42.907
FAM69B	35.292	36.848	80.450
FAM69C	65.922	94.491	86.040
FAM70A	28.389	37.930	19.480
FAM70B	41.233	48.750	35.300
FAM71A	50.974	47.691	98.973
FAM71B	19.515	16.548	17.873
FAM71C	21.444	17.471	23.140
FAM71D	18.022	16.297	15.200
FAM71E1	31.556	40.723	71.520
FAM71E2	23.850	22.307	29.670
FAM71F1	18.356	16.951	19.880
FAM71F2	23.367	23.390	27.260
FAM72A /// FAM72B /// FAM72C /// FAM72D	53.967	104.343	23.660
FAM73A	56.083	98.636	64.220
FAM73B	172.967	224.319	76.780
FAM75A1 /// FAM75A2 /// FAM75A3 /// FAM75A4 /// FAM75A5 /// FAM75A6 /// FAM75A7	13.678	14.974	27.240
FAM75C2	10.100	11.309	11.940
FAM75D1	46.744	42.584	38.120
FAM76A	23.167	33.832	62.490
FAM76B	76.461	64.886	321.765
FAM78A	69.744	80.893	58.000
FAM78B	22.717	24.887	21.760
FAM81A	24.274	21.185	19.093
FAM81B	10.456	9.787	8.140
FAM82A1	19.244	27.552	20.673
FAM82A2	327.067	459.191	203.240
FAM82B	188.256	275.862	306.890
FAM83A	74.175	138.177	126.730
FAM83B	15.567	61.467	471.160
FAM83C	344.361	319.487	855.990
FAM83D	191.556	266.740	45.520
FAM83E	28.711	23.860	24.060
FAM83F	85.500	113.740	97.460
FAM83G	229.222	174.832	292.780
FAM83H	180.633	223.749	294.650
FAM84A	91.383	165.715	235.727
FAM84B	183.872	281.399	150.350
FAM85A	321.767	217.649	184.750
FAM86A	117.533	126.996	126.520
FAM86B1	96.244	84.798	71.420
FAM86C	34.033	39.667	75.600
FAM87A	41.767	36.910	47.600
FAM89A	215.611	661.000	226.900
FAM89B	401.478	459.755	215.640
FAM8A1	572.489	871.506	1413.500
FAM90A1	29.767	30.284	43.280
FAM90A1 /// LOC100287045	26.811	24.851	28.380
FAM91A1	136.628	242.511	189.890
FAM91A2	20.706	15.578	15.900
FAM91A2 /// FLJ39739 /// LOC100286793 /// LOC728855 /// LOC728875	147.011	191.565	1056.840
FAM92A1	40.493	73.236	41.247
FAM93B /// LOC389634	38.911	45.040	87.060
FAM95B1 /// LOC100132939 /// LOC644587 /// LOC90499	47.156	37.417	47.740
FAM96A	641.567	914.567	504.560
FAM96B	796.333	899.678	192.220
FAM98A	187.496	211.186	124.073
FAM98B	194.396	303.735	153.333
FAM98C	199.333	183.111	109.000
FAM9A	9.167	9.102	8.600
FAM9B	10.844	9.709	10.650
FAM9C	12.511	10.255	12.860
FAN1	132.183	114.791	112.790
FANCA	44.758	39.811	57.200
FANCB	11.308	10.641	12.055
FANCC	34.711	39.674	37.560
FANCD2	28.850	37.289	18.225
FANCE	105.144	111.660	179.700
FANCF	82.789	110.055	48.060
FANCG	117.233	76.164	65.880
FANCI	82.167	73.778	74.893
FANCL	175.889	171.785	169.240
FANCM	26.497	21.463	21.460
FANK1	33.133	46.813	36.560
FAP	84.844	289.203	48.300
FAR1	138.325	103.264	53.570
FAR2	289.889	1549.474	1129.860
FARP1	88.256	84.819	82.280
FARP2	52.081	50.045	45.873
FARS2	112.030	109.467	103.333
FARSA	165.161	174.277	188.940
FARSB	335.359	196.725	84.887
FAS	224.264	171.770	75.890
FAS-AS	13.289	14.867	13.640
FASLG	31.456	22.514	15.850
FASN	195.133	490.731	415.100
FASTK	406.033	342.211	543.893
FASTKD1	363.989	294.371	121.080
FASTKD2	140.181	148.084	58.413
FASTKD3	201.244	284.136	84.080
FASTKD5	175.456	181.692	100.060
FAT1	437.167	720.159	387.740
FAT2	214.778	204.058	90.920
FAT3	14.319	14.684	10.953
FAT4	45.744	115.557	47.120
FATE1	47.067	46.719	93.440
FAU	6024.589	7089.404	6474.420
FBF1	60.433	55.336	69.973
FBL	2059.544	1740.937	1637.100
FBLIM1	119.233	137.242	112.570
FBLL1	37.656	45.281	121.780
FBLN1	769.400	778.347	550.072
FBLN2	548.211	697.802	670.360
FBLN5	442.811	325.220	300.240
FBLN7	61.544	101.495	49.940
FBN1	1125.396	1593.509	241.893
FBN2	13.748	17.322	12.440
FBN3	35.789	31.990	34.700
FBP1	89.578	275.694	135.180
FBP2	26.022	37.218	24.960
FBRS	84.928	84.333	168.880
FBRSL1	156.781	174.183	228.947
FBRSL1 /// LOC100510500	47.056	54.235	162.460
FBXL12	116.694	133.058	70.350
FBXL13	14.350	13.691	12.240
FBXL14	80.022	80.840	80.480
FBXL15	76.311	113.107	65.420
FBXL16	77.061	175.262	149.800
FBXL17	43.481	90.718	42.290
FBXL18	64.154	55.338	58.507
FBXL19	126.089	97.531	55.400
FBXL2	36.967	50.965	24.880
FBXL20	84.787	74.850	99.496
FBXL21	13.104	11.877	11.280
FBXL22	17.089	19.106	19.160
FBXL3	802.450	672.008	397.240
FBXL4	37.300	53.620	39.853
FBXL5	504.811	564.893	181.750
FBXL6	44.728	47.817	64.910
FBXL7	82.844	90.699	78.680
FBXL8	25.033	29.200	29.840
FBXO10	29.197	31.568	42.355
FBXO11	389.722	270.776	213.753
FBXO15	18.833	22.451	15.000
FBXO16	14.633	19.099	21.100
FBXO16 /// ZNF395	366.267	335.411	306.420
FBXO17 /// SARS2	57.422	149.128	57.840
FBXO18	163.400	100.588	80.300
FBXO2	49.572	53.310	100.310
FBXO21	260.111	364.008	172.720
FBXO22	67.544	105.722	47.305
FBXO24	24.878	21.128	38.250
FBXO25	267.956	315.755	170.560
FBXO27	39.367	57.282	37.280
FBXO28	203.617	283.614	171.185
FBXO3	72.263	105.742	112.973
FBXO30	193.089	218.442	92.860
FBXO31	204.222	255.045	202.100
FBXO32	115.967	204.184	156.320
FBXO33	197.989	208.714	94.560
FBXO34	159.183	219.146	162.870
FBXO36	21.022	24.204	32.130
FBXO38	153.219	178.458	115.947
FBXO39	15.222	14.853	17.660
FBXO4	42.559	62.431	23.633
FBXO40	16.906	17.255	17.720
FBXO41	39.607	40.033	42.867
FBXO42	146.239	131.144	66.520
FBXO43	19.567	21.423	18.480
FBXO44	68.217	59.939	233.380
FBXO45	210.822	291.692	199.480
FBXO46	103.122	135.692	58.780
FBXO5	44.383	78.762	35.560
FBXO6	118.044	142.472	28.120
FBXO7	473.474	434.560	244.373
FBXO8	108.456	196.868	86.340
FBXO9	271.100	477.610	224.471
FBXW10	23.211	16.212	16.900
FBXW11	237.222	264.834	316.430
FBXW12	1122.394	354.371	1235.600
FBXW2	168.582	178.799	107.824
FBXW4	323.367	281.730	293.960
FBXW4P1	53.567	43.068	33.200
FBXW5	228.422	226.731	74.300
FBXW7	559.467	411.857	877.220
FBXW8	17.822	17.204	17.760
FBXW9	83.900	89.314	90.220
FCAMR	10.744	9.478	10.180
FCAR	16.396	18.656	19.764
FCER1A	375.928	320.688	222.910
FCER1G	340.861	637.037	260.530
FCER2	31.400	25.463	49.150
FCF1	31.350	20.797	13.410
FCF1 /// LOC100507758	21.211	43.566	103.520
FCF1 /// LOC100507758 /// MAPK1IP1L	200.333	326.725	306.840
FCGBP	469.044	484.533	387.700
FCGR1A	10.600	11.440	11.940
FCGR1A /// FCGR1C	51.622	140.853	61.160
FCGR1B	46.778	155.706	15.220
FCGR2A	109.683	149.906	121.540
FCGR2A /// FCGR2C	21.689	22.371	49.940
FCGR2B	241.111	303.691	125.060
FCGR2C	127.996	192.870	196.347
FCGR3A /// FCGR3B	24.256	90.215	95.660
FCGR3B	66.556	254.922	45.400
FCGRT	478.433	651.880	434.400
FCHO1	82.011	69.397	189.620
FCHO2	162.706	374.800	150.540
FCHSD1	50.194	109.137	34.810
FCHSD2	121.467	116.170	55.130
FCN1	104.811	267.248	33.120
FCN2	25.093	22.744	26.560
FCN3	38.211	50.507	35.800
FCRL1	12.022	11.323	9.970
FCRL2	22.242	19.769	18.504
FCRL3	19.267	15.885	11.860
FCRL4	13.026	11.728	11.000
FCRL5	16.729	17.244	15.844
FCRLA	29.941	21.990	17.620
FCRLB	28.222	50.336	15.060
FDFT1	1027.485	1483.362	1227.893
FDPS	547.422	851.886	1831.740
FDPSL2A	44.756	20.383	19.220
FDX1	189.378	352.402	237.400
FDX1L	112.256	94.032	138.680
FDXACB1	32.867	34.574	21.820
FDXR	83.811	138.131	324.380
FECH	88.733	120.560	53.833
FEM1A	172.761	220.775	454.920
FEM1B	193.159	283.947	649.107
FEM1C	103.933	153.916	427.140
FEN1	183.400	240.051	337.950
FER	100.919	99.367	123.973
FER1L4	37.167	35.872	38.680
FER1L5	12.067	11.022	15.140
FERD3L	36.878	35.352	60.180
FERMT1	153.598	198.678	93.920
FERMT2	417.393	383.672	161.160
FERMT3	215.256	166.019	104.120
FES	65.289	88.741	35.740
FETUB	14.115	15.721	92.567
FEV	55.878	37.070	18.260
FEZ1	105.356	155.311	42.820
FEZ2	495.044	552.801	149.933
FEZF2	11.826	11.418	16.780
FFAR1	29.483	27.479	65.000
FFAR2	22.278	59.808	18.000
FFAR3	35.778	30.697	22.640
FGA	20.611	17.574	12.660
FGB	16.511	16.195	11.570
FGD1	53.556	87.637	57.840
FGD2	269.506	186.963	120.343
FGD3	113.900	113.007	77.680
FGD4	78.352	58.256	119.980
FGD5	78.878	81.115	94.720
FGD6	33.800	39.335	33.636
FGF1	22.689	24.152	25.253
FGF10	13.922	19.373	14.160
FGF11	82.517	85.838	65.440
FGF12	16.617	15.706	14.070
FGF13	63.767	133.725	46.260
FGF14	18.586	16.738	25.215
FGF16	22.378	18.902	16.420
FGF17	29.289	22.257	34.980
FGF18	28.281	42.265	58.810
FGF19	22.400	18.557	17.100
FGF2	26.472	38.872	31.950
FGF20	12.056	12.251	11.540
FGF21	26.667	24.027	26.560
FGF22	35.059	41.947	43.827
FGF23	23.856	21.249	15.980
FGF3	21.456	23.230	45.000
FGF4	20.322	18.650	16.220
FGF5	23.389	25.320	32.387
FGF6	43.967	40.774	32.660
FGF7	13.056	30.829	14.807
FGF7 /// KGFLP1 /// KGFLP2	103.122	84.772	119.480
FGF8	14.089	14.865	54.340
FGF9	20.750	18.948	22.210
FGFBP1	569.078	613.858	342.060
FGFBP2	56.744	107.741	114.420
FGFBP3	15.367	23.004	16.320
FGFR1	215.268	184.008	188.237
FGFR1OP	76.703	83.220	104.360
FGFR1OP2	83.760	98.654	134.466
FGFR2	133.391	90.321	164.470
FGFR3	1067.983	883.477	490.440
FGFR4	30.381	32.789	62.630
FGFRL1	43.061	41.248	66.790
FGG	13.300	15.094	14.040
FGGY	36.467	57.187	29.700
FGL1	65.600	55.708	152.800
FGL2	1371.756	1109.360	349.670
FGR	152.400	197.987	53.660
FH	556.683	712.073	250.495
FHAD1	37.070	31.936	32.480
FHDC1	152.389	173.175	196.520
FHIT	33.733	60.034	25.700
FHL1	942.133	778.394	453.440
FHL2	400.033	489.708	127.140
FHL3	114.211	100.121	43.720
FHL5	17.863	18.462	21.107
FHOD1	160.200	139.790	119.160
FHOD3	42.189	40.120	46.380
FIBCD1	41.256	26.372	34.660
FIBIN	107.028	255.256	103.740
FIBP	458.256	451.640	198.020
FICD	110.311	105.495	41.520
FIG4	295.644	258.848	105.820
FIGF	29.144	38.761	23.000
FIGLA	10.356	11.670	12.360
FIGN	25.589	35.411	26.725
FIGNL1	100.656	148.907	48.580
FILIP1	15.389	18.100	16.140
FILIP1L	201.896	166.227	181.993
FIP1L1	122.450	129.304	275.840
FIS1	1081.756	958.188	623.760
FITM1	66.700	47.854	40.020
FITM2	81.822	198.274	132.027
FIZ1	142.428	103.026	102.100
FJX1	144.444	196.990	186.120
FKBP10	118.833	198.102	86.500
FKBP11	325.619	181.791	88.280
FKBP14	117.074	191.613	42.053
FKBP15	132.131	137.964	68.057
FKBP1A	854.111	779.514	1532.145
FKBP1B	100.367	173.308	49.820
FKBP1B /// MFSD2B	34.267	33.707	30.640
FKBP2	646.944	608.039	725.380
FKBP3	380.467	377.730	563.860
FKBP4	173.061	180.180	232.885
FKBP5	670.404	629.234	1061.713
FKBP6	54.022	46.305	34.840
FKBP7	42.170	81.365	61.713
FKBP8	119.404	73.349	111.900
FKBP9	1059.489	1050.585	978.600
FKBPL	71.944	117.231	82.680
FKRP	45.433	43.474	21.990
FKSG2	15.267	15.037	17.040
FKSG29	19.900	18.345	21.340
FKSG43	76.011	56.860	120.940
FKSG49	892.428	291.991	1307.780
FKSG83	11.022	9.858	8.000
FKTN	64.522	85.313	31.460
FLAD1	138.778	161.063	138.470
FLCN	39.262	54.671	100.212
FLG	2300.500	4831.045	3265.800
FLG2	1630.667	2510.012	3671.520
FLI1	56.614	83.550	40.045
FLII	450.930	347.291	209.813
FLII /// LLGL1	78.978	91.923	501.000
FLJ10038	29.293	44.509	59.573
FLJ10213	20.689	17.357	15.300
FLJ10357	18.056	15.884	20.200
FLJ10489	19.200	16.877	14.880
FLJ10661	28.831	29.713	28.750
FLJ11235	19.989	37.264	18.900
FLJ11292	21.242	17.913	30.420
FLJ11710	50.356	47.378	22.520
FLJ12120	13.889	11.334	9.180
FLJ12334	14.289	15.147	17.720
FLJ12825	18.600	15.706	19.900
FLJ13197	36.700	23.437	22.900
FLJ13224	11.711	12.240	17.540
FLJ13439	37.678	35.289	20.700
FLJ13744	15.422	18.956	18.360
FLJ13773	21.856	18.416	18.080
FLJ14100	22.733	16.547	26.880
FLJ14107	43.400	32.343	33.260
FLJ16124	18.478	20.373	28.920
FLJ16734	19.256	13.332	11.140
FLJ16779	13.456	14.077	10.240
FLJ20021	93.800	119.645	191.080
FLJ20444	79.678	62.068	33.920
FLJ20464	17.833	15.998	28.520
FLJ20518	8.611	8.357	7.320
FLJ20712	27.567	27.447	19.820
FLJ21369	11.578	9.955	17.200
FLJ21408	25.139	22.024	14.180
FLJ22184	39.444	39.372	24.260
FLJ22536	27.300	25.339	35.555
FLJ22763	10.122	9.493	8.760
FLJ23519 /// RNH1	17.033	15.458	14.720
FLJ23865	24.133	20.725	45.260
FLJ23867 /// QSOX1	145.956	152.792	307.200
FLJ25328	19.989	18.392	19.200
FLJ25694 /// KRTAP21-1 /// LOC731932	9.967	9.919	9.040
FLJ25694 /// LOC731932	15.944	15.091	20.780
FLJ25758	33.822	32.975	27.100
FLJ25917	14.711	11.344	13.000
FLJ26850	12.633	12.248	13.680
FLJ27352	15.689	39.257	35.260
FLJ27354	15.522	17.368	14.860
FLJ30064	51.778	59.782	122.700
FLJ30403	14.100	13.189	17.120
FLJ30430	42.878	32.734	30.920
FLJ30679	20.767	19.002	29.100
FLJ30838	12.211	10.463	12.310
FLJ30901	50.333	54.206	65.700
FLJ31104	14.789	14.792	10.520
FLJ31306	288.417	179.151	118.860
FLJ31356	12.333	12.340	11.160
FLJ31485	32.561	34.362	51.100
FLJ31713	22.967	22.086	46.940
FLJ31715	30.711	50.843	18.060
FLJ31813	32.756	35.655	35.680
FLJ31945	20.633	22.203	35.180
FLJ31958	18.783	17.520	18.670
FLJ32063	13.611	13.724	13.990
FLJ32154	22.633	23.362	33.280
FLJ32224	20.389	19.043	18.840
FLJ32255	28.856	31.438	19.290
FLJ32742	13.267	13.887	11.480
FLJ32756	10.300	8.856	10.420
FLJ32790	13.011	12.387	12.300
FLJ32810	16.367	15.999	17.760
FLJ32955	12.761	11.291	10.830
FLJ33065	57.567	38.790	27.333
FLJ33360	20.733	16.843	15.540
FLJ33534	34.322	26.332	52.940
FLJ33544	19.144	18.683	22.740
FLJ33630	38.906	53.569	47.770
FLJ33996	16.675	17.437	17.365
FLJ34208	23.972	22.613	18.360
FLJ34503	12.067	11.292	9.340
FLJ34521	13.822	12.957	17.080
FLJ35024	25.833	31.133	22.480
FLJ35220	72.011	69.684	77.785
FLJ35390	81.607	81.010	42.676
FLJ35409	8.306	7.583	6.880
FLJ35424	11.233	10.520	9.860
FLJ35700	13.344	13.349	11.580
FLJ35776	38.239	37.886	32.830
FLJ35816	11.578	10.544	9.320
FLJ35934	16.083	12.870	18.380
FLJ35946	21.533	23.335	23.600
FLJ36031	64.248	120.080	48.427
FLJ36116	38.933	30.321	69.900
FLJ36644	8.678	8.506	13.640
FLJ36665	9.644	10.695	15.500
FLJ36840	20.733	17.947	26.840
FLJ36848	61.500	48.256	229.400
FLJ37035	12.463	15.061	19.307
FLJ37201	12.122	10.670	9.560
FLJ37396	11.989	11.914	10.160
FLJ37453	49.044	64.669	55.453
FLJ37543	15.967	13.649	10.880
FLJ37638	38.433	35.050	23.180
FLJ37644	17.822	23.327	22.860
FLJ37786	8.956	8.237	7.460
FLJ37798	67.978	118.000	61.840
FLJ38109	132.933	68.082	53.840
FLJ38379	10.689	9.719	7.670
FLJ38576	28.956	26.551	20.830
FLJ38668	35.178	29.688	40.600
FLJ38717	71.000	33.570	37.320
FLJ38773	12.400	12.678	15.700
FLJ39051	20.361	24.358	25.230
FLJ39061	23.267	20.741	18.740
FLJ39080	20.322	18.427	12.940
FLJ39534	29.467	29.730	37.460
FLJ39582	23.817	25.880	14.450
FLJ39609	33.822	39.702	141.190
FLJ39632	27.785	22.229	19.120
FLJ39639	20.556	27.184	23.640
FLJ39653	70.122	32.878	16.000
FLJ39739	50.161	32.952	24.745
FLJ40288	60.289	55.858	48.400
FLJ40292	33.489	29.936	29.300
FLJ40434	12.478	12.904	9.120
FLJ40606	18.944	16.307	13.320
FLJ40852	15.089	19.455	16.020
FLJ41170	24.800	20.226	26.420
FLJ41350	21.511	19.026	14.220
FLJ41455	9.567	8.488	9.360
FLJ41484	18.722	15.561	30.280
FLJ41649	16.878	15.196	14.680
FLJ41757	16.722	25.816	18.200
FLJ42289	14.522	14.289	11.800
FLJ42351	31.111	36.972	26.560
FLJ42418	10.689	9.764	11.640
FLJ42627	150.652	95.353	161.680
FLJ42709	21.011	27.362	16.507
FLJ42875	38.761	33.566	57.455
FLJ43390	11.689	11.529	9.820
FLJ43663	34.674	28.065	23.787
FLJ43944	13.956	11.937	10.180
FLJ44054	34.844	39.027	44.640
FLJ44342	124.137	44.302	44.307
FLJ44606	22.833	22.149	24.135
FLJ44896	18.144	45.023	54.600
FLJ45244	22.900	24.999	45.000
FLJ45340	169.300	106.542	84.400
FLJ45445	197.122	120.959	79.400
FLJ45482	48.822	34.190	105.520
FLJ45513	31.389	28.190	36.600
FLJ45825	17.611	15.967	12.060
FLJ45983	17.239	18.228	17.230
FLJ46026	37.361	33.248	38.770
FLJ46875	49.378	46.376	124.860
FLJ90680	23.656	21.198	24.480
FLJ90757	70.024	75.334	77.904
FLNA	970.833	522.689	190.747
FLNB	928.078	540.269	909.430
FLNC	169.878	117.151	181.360
FLOT1	385.897	333.947	218.355
FLOT2	184.889	206.621	94.290
FLRT1	31.600	28.573	17.460
FLRT2	265.189	255.738	201.010
FLRT3	89.711	187.486	117.380
FLT1	92.237	70.828	53.900
FLT3	33.167	35.858	33.680
FLT3LG	63.639	41.980	95.070
FLT4	26.352	24.001	60.487
FLVCR1	97.178	150.767	30.940
FLVCR2	45.333	62.748	33.967
FLYWCH1	74.674	80.463	48.200
FLYWCH2	82.911	132.103	234.940
FMN1	21.230	24.465	42.833
FMN2	31.461	28.516	23.845
FMNL1	88.400	57.502	51.290
FMNL2	125.181	210.289	139.913
FMNL3	31.756	36.679	61.947
FMO1	56.833	222.721	108.580
FMO2	71.111	136.812	43.760
FMO3	18.517	23.358	10.620
FMO4	59.133	70.587	21.180
FMO5	23.711	43.237	40.827
FMO6P	14.467	14.612	12.800
FMO9P	13.422	12.355	10.380
FMOD	463.500	659.281	206.300
FMR1	409.250	378.111	244.130
FMR1NB	8.667	7.867	8.200
FN1	1357.502	1798.069	491.469
FN3K	17.222	14.445	34.260
FN3KRP	329.589	324.292	117.880
FNBP1	506.933	295.548	181.540
FNBP1L	147.733	285.386	581.840
FNBP4	284.933	102.955	78.610
FNDC1	45.811	75.567	23.620
FNDC3A	102.508	130.500	141.265
FNDC3B	217.711	227.666	63.551
FNDC4	128.722	178.632	57.020
FNDC5	35.785	43.001	40.687
FNDC7	28.233	25.066	39.340
FNDC8	34.100	34.565	49.500
FNIP1	99.361	130.146	115.230
FNIP1 /// RAPGEF6	100.289	123.831	127.440
FNIP2	274.792	408.479	150.170
FNTA	897.667	877.146	558.620
FNTB	91.875	102.406	120.990
FOLH1	25.847	23.904	36.560
FOLH1B	18.689	15.887	24.800
FOLR1	1149.667	116.942	6786.620
FOLR2	123.989	181.034	239.640
FOLR3	32.278	28.672	33.200
FOS	469.689	293.132	3991.800
FOSB	142.844	61.037	1974.640
FOSL1	83.533	77.660	190.580
FOSL2	294.027	372.137	567.420
FOXA1	12.483	16.014	15.220
FOXA2	23.148	19.776	19.460
FOXA3	27.744	22.719	19.780
FOXB1	14.800	14.071	22.440
FOXC1	180.994	595.573	516.920
FOXC2	30.467	36.160	20.190
FOXD1	29.556	95.506	58.780
FOXD2	15.800	16.771	22.920
FOXD3	17.407	14.782	24.020
FOXD4	19.389	23.762	37.080
FOXD4 /// FOXD4L1	27.189	25.920	18.760
FOXE1	14.633	15.224	17.630
FOXE3	18.067	16.571	14.140
FOXF1	22.233	26.377	17.840
FOXF2	29.244	74.570	15.500
FOXG1	29.517	27.235	16.520
FOXH1	35.711	29.534	71.130
FOXI1	23.967	25.267	29.420
FOXJ1	56.344	39.677	37.300
FOXJ2	186.756	139.499	95.130
FOXJ3	292.650	260.545	154.750
FOXK1	83.069	97.047	280.255
FOXK2	93.908	116.740	135.565
FOXL1	20.750	22.771	28.920
FOXL2	15.067	30.359	15.120
FOXM1	54.167	68.306	59.800
FOXN1	125.178	149.224	101.010
FOXN2	273.911	243.777	180.270
FOXN3	449.527	399.158	409.146
FOXN4	57.304	50.938	69.240
FOXO1	172.711	189.852	296.353
FOXO3	545.878	596.274	531.715
FOXO3 /// FOXO3B	110.567	130.728	508.140
FOXO4	70.356	50.451	73.520
FOXO6	72.311	134.108	448.320
FOXP1	469.817	437.157	113.132
FOXP2	26.588	35.138	30.940
FOXP3	39.126	33.103	87.287
FOXP4	66.056	73.629	201.420
FOXQ1	543.022	454.456	598.380
FOXR1	12.411	11.581	13.800
FOXR2	9.722	9.780	10.440
FOXRED1	146.789	127.317	96.540
FOXRED2	51.515	50.505	90.093
FOXS1	22.189	23.576	45.720
FPGS	152.889	157.296	51.280
FPGT	68.233	66.221	38.540
FPR1	97.739	261.543	19.020
FPR2	20.939	44.359	17.780
FPR3	92.700	198.467	73.740
FRA10AC1	156.226	99.164	114.893
FRAS1	20.654	25.798	24.163
FRAT1	55.556	99.945	68.240
FRAT2	119.711	201.919	120.620
FREM1	26.189	32.840	25.970
FREM2	11.600	15.760	14.140
FREM3	8.922	8.456	12.680
FRG1	444.922	524.591	586.600
FRG1 /// FRG1B	52.800	56.972	49.180
FRG1B	69.144	24.653	18.110
FRK	10.800	13.436	15.680
FRMD1	50.789	56.618	48.660
FRMD3	43.137	75.379	24.220
FRMD4A	126.019	121.584	118.048
FRMD4B	121.970	152.672	75.413
FRMD5	30.428	20.427	21.400
FRMD6	867.833	1439.343	344.820
FRMD7	13.000	11.834	9.620
FRMD8	196.353	292.533	396.785
FRMPD1	26.678	30.462	53.060
FRMPD2 /// FRMPD2P1 /// FRMPDP2	17.111	16.885	14.500
FRMPD3	26.478	28.927	16.540
FRMPD4	19.544	18.044	14.920
FRRS1	9.378	7.670	9.700
FRS2	42.589	54.407	113.680
FRS3	53.900	39.654	60.760
FRY	125.733	184.730	43.700
FRYL	184.987	167.622	110.450
